ProjectId,ProjectName,ProjectStatus,StartDate,DueDate,ProjectOwner,ProjectOwnerId,ProjectOwnerEmail,CustomerName,CustomerId,Progress,Project Type,CompletedTasks,OverdueTasks,BlockedTasks,AtRiskTasks,ApprovalPending,BRD Sign-off,UAT Sign-off,% BM Billed,% BM Created,Billing Status,ProjectTrackedHours,PercentageBudgetConsumed,ActualStartDate,ActualCompletedDate,Kick-off Date,Final Go Live Date,First Go-Live Date,PlannedDuration,ProjectBudget,EstimateAtCompletion,EstimateToComplete,ProjectRevenue,ProjectCost,ProjectProfit,Invoiced Amount,TeamMembers,Region
PRJ-0073,Acme LLC - Enterprise Rollout,In progress,2026-02-13,2026-08-28,Mei Alvarez,ACT-1002,mei.alvarez.2@example.com,Acme LLC,50072,96,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Sofia Rossi|sofia.rossi.115@example.org, Yusuf Rossi|yusuf.rossi.136@example.org, Marco Sato|marco.sato.138@example.org",APAC
PRJ-0074,Stark LLC - CLM Implementation,In progress,2026-07-12,2026-12-13,Arjun Tanaka,ACT-1004,arjun.tanaka.4@example.com,Stark LLC,50073,21,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Kwame Rossi|kwame.rossi.124@example.org, Hana Rossi|hana.rossi.121@example.org, Tomas Sato|tomas.sato.134@example.org",Europe
PRJ-0075,Vandelay Inc - CLM Implementation,In progress,2026-04-23,2026-07-07,Ingrid Raman,ACT-1011,ingrid.raman.11@example.com,Vandelay Inc,50074,9,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Lena Sato|lena.sato.133@example.org, Yusuf Diallo|yusuf.diallo.104@example.org, Yusuf Rossi|yusuf.rossi.136@example.org, Zara Kaya|zara.kaya.127@example.org",AMER
PRJ-0076,Acme Group - Enterprise Rollout,In progress,2026-04-18,2026-06-20,Marco Okafor,ACT-1010,marco.okafor.10@example.com,Acme Group,50075,82,Change Request ,,,,,,,,,,,,,,,,,,,,,,,,,,"Mei Kaya|mei.kaya.130@example.org, Yusuf Diallo|yusuf.diallo.104@example.org, Yusuf Rossi|yusuf.rossi.136@example.org",MEA
PRJ-0077,Contoso GmbH - Phase 1 Implementation,In progress,2026-01-15,2026-12-22,Marco Okafor,ACT-1010,marco.okafor.10@example.com,Contoso GmbH,50076,29,Change Request ,,,,,,,,,,,,,,,,,,,,,,,,,,"Mei Kaya|mei.kaya.130@example.org, Yusuf Rossi|yusuf.rossi.136@example.org, Tomas Novak|tomas.novak.102@example.org, Amara Diallo|amara.diallo.103@example.org, Elena Sato|elena.sato.109@example.org, Tomas Sato|tomas.sato.134@example.org",MEA
PRJ-0078,Acme LLC - CLM Implementation,In progress,2026-02-17,2026-08-29,Daniel Raman,ACT-1001,daniel.raman.1@example.com,Acme LLC,50077,93,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Sofia Berg|sofia.berg.131@example.org, Yusuf Sato|yusuf.sato.120@example.org",MEA
PRJ-0079,Umbrella Ltd - CLM Implementation,In progress,2026-06-30,2027-06-17,Arjun Tanaka,ACT-1004,arjun.tanaka.4@example.com,Umbrella Ltd,50078,43,Change Request ,,,,,,,,,,,,,,,,,,,,,,,,,,"Noah Diallo|noah.diallo.126@example.org, Kwame Rossi|kwame.rossi.124@example.org",Europe
PRJ-0080,Tyrell GmbH - CLM Implementation,In progress,2026-02-08,2026-09-08,Yusuf Tanaka,ACT-1008,yusuf.tanaka.8@example.com,Tyrell GmbH,50079,80,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,Mei Sato|mei.sato.114@example.org,Europe
PRJ-0081,Umbrella Inc - Phase 2 Rollout,In progress,2026-02-27,2026-05-05,Sofia Tanaka,ACT-1003,sofia.tanaka.3@example.com,Umbrella Inc,50080,76,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Lena Kaya|lena.kaya.101@example.org, Hana Kaya|hana.kaya.105@example.org, Kwame Rossi|kwame.rossi.124@example.org, Noah Novak|noah.novak.110@example.org",APAC
PRJ-0082,Acme LLC - Migration,Completed,2026-05-12,2027-03-31,Lena Okafor,ACT-1005,lena.okafor.5@example.com,Acme LLC,50081,100.00,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Daniel Kaya|daniel.kaya.129@example.org, Marco Diallo|marco.diallo.106@example.org, Kwame Novak|kwame.novak.108@example.org, Tomas Sato|tomas.sato.118@example.org",APAC
PRJ-0083,Vandelay Ltd - Migration,In progress,2026-07-24,2027-04-30,Ingrid Raman,ACT-1011,ingrid.raman.11@example.com,Vandelay Ltd,50082,26,Change Request ,,,,,,,,,,,,,,,,,,,,,,,,,,"Yusuf Sato|yusuf.sato.120@example.org, Zara Kaya|zara.kaya.127@example.org",MEA
PRJ-0084,Acme LLC - Phase 2 Rollout,In progress,2026-02-22,2026-09-06,Amara Raman,ACT-1007,amara.raman.7@example.com,Acme LLC,50083,64,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Amara Berg|amara.berg.135@example.org, Arjun Diallo|arjun.diallo.116@example.org",MEA
PRJ-0085,Massive Dynamic GmbH - CLM Implementation,In progress,2026-05-27,2027-06-13,Amara Raman,ACT-1007,amara.raman.7@example.com,Massive Dynamic GmbH,50084,77,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Daniel Kaya|daniel.kaya.113@example.org, Kwame Novak|kwame.novak.108@example.org, Daniel Kaya|daniel.kaya.129@example.org, Marco Sato|marco.sato.122@example.org, Hana Kaya|hana.kaya.105@example.org, Mei Kaya|mei.kaya.130@example.org",Europe
PRJ-0086,Northwind Group - Phase 2 Rollout,In progress,2026-05-24,2026-10-03,Lena Okafor,ACT-1005,lena.okafor.5@example.com,Northwind Group,50085,14,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Zara Novak|zara.novak.111@example.org, Hana Kaya|hana.kaya.105@example.org, Elena Diallo|elena.diallo.125@example.org, Elena Diallo|elena.diallo.125@example.org",APAC
PRJ-0087,Contoso Group - Migration,In progress,2026-05-01,2026-10-12,Yusuf Tanaka,ACT-1008,yusuf.tanaka.8@example.com,Contoso Group,50086,94,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Tomas Novak|tomas.novak.102@example.org, Ingrid Sato|ingrid.sato.107@example.org, Kwame Rossi|kwame.rossi.124@example.org, Tomas Sato|tomas.sato.118@example.org, Daniel Kaya|daniel.kaya.113@example.org",Europe
PRJ-0088,Stark LLC - CLM Implementation,In progress,2026-05-19,2026-12-04,Arjun Tanaka,ACT-1004,arjun.tanaka.4@example.com,Stark LLC,50087,93,Change Request ,,,,,,,,,,,,,,,,,,,,,,,,,,"Elena Sato|elena.sato.109@example.org, Marco Diallo|marco.diallo.106@example.org, Marco Sato|marco.sato.122@example.org, Tomas Sato|tomas.sato.118@example.org",AMER
PRJ-0089,Wonka Inc - CLM Implementation,On hold,2026-06-14,2027-01-09,Mei Alvarez,ACT-1002,mei.alvarez.2@example.com,Wonka Inc,50088,83,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Lena Rossi|lena.rossi.117@example.org, Kwame Novak|kwame.novak.108@example.org, Amara Sato|amara.sato.119@example.org, Sofia Berg|sofia.berg.131@example.org",MEA
PRJ-0090,Aperture Ltd - Enterprise Rollout,In progress,2026-06-04,2026-12-08,Arjun Tanaka,ACT-1004,arjun.tanaka.4@example.com,Aperture Ltd,50089,52,Change Request ,,,,,,,,,,,,,,,,,,,,,,,,,,"Hana Kaya|hana.kaya.105@example.org, Zara Kaya|zara.kaya.127@example.org",APAC
PRJ-0091,Stark GmbH - CLM Implementation,In progress,2026-04-18,2027-04-01,Priya Raman,ACT-1000,priya.raman.0@example.com,Stark GmbH,50090,64,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Zara Novak|zara.novak.111@example.org, Yusuf Sato|yusuf.sato.120@example.org, Arjun Sato|arjun.sato.100@example.org, Tomas Novak|tomas.novak.102@example.org, Arjun Diallo|arjun.diallo.116@example.org, Noah Diallo|noah.diallo.126@example.org",APAC
PRJ-0092,Umbrella Inc - Phase 1 Implementation,In progress,2026-05-19,2026-12-07,Lena Okafor,ACT-1005,lena.okafor.5@example.com,Umbrella Inc,50091,9,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Tomas Sato|tomas.sato.134@example.org, Zara Kaya|zara.kaya.127@example.org, Yusuf Sato|yusuf.sato.120@example.org, Elena Diallo|elena.diallo.125@example.org",MEA
PRJ-0093,Northwind Ltd - CLM Implementation,Completed,2026-07-17,2026-08-16,Ingrid Raman,ACT-1011,ingrid.raman.11@example.com,Northwind Ltd,50092,100.00,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Ingrid Sato|ingrid.sato.139@example.org, Mei Kaya|mei.kaya.130@example.org, Daniel Kaya|daniel.kaya.113@example.org, Hana Kaya|hana.kaya.105@example.org",MEA
PRJ-0094,Wonka LLC - Integration Program,In progress,2026-04-03,2026-05-24,Mei Alvarez,ACT-1002,mei.alvarez.2@example.com,Wonka LLC,50093,22,Change Request ,,,,,,,,,,,,,,,,,,,,,,,,,,"Noah Novak|noah.novak.110@example.org, Amara Sato|amara.sato.119@example.org, Noah Novak|noah.novak.110@example.org, Noah Novak|noah.novak.110@example.org, Noah Diallo|noah.diallo.126@example.org",Europe
PRJ-0095,Tyrell Ltd - CLM Implementation,In progress,2026-01-26,2026-10-06,Priya Raman,ACT-1000,priya.raman.0@example.com,Tyrell Ltd,50094,61,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,Ingrid Sato|ingrid.sato.139@example.org,AMER
PRJ-0096,Aperture LLC - Enterprise Rollout,In progress,2026-03-05,2026-12-19,Tomas Okafor,ACT-1006,tomas.okafor.6@example.com,Aperture LLC,50095,79,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Ingrid Sato|ingrid.sato.139@example.org, Marco Sato|marco.sato.122@example.org, Ingrid Sato|ingrid.sato.107@example.org, Marco Diallo|marco.diallo.106@example.org, Priya Diallo|priya.diallo.112@example.org, Mei Kaya|mei.kaya.130@example.org",Europe
PRJ-0097,Globex GmbH - CLM Implementation,On hold,2026-04-17,2026-08-26,Daniel Raman,ACT-1001,daniel.raman.1@example.com,Globex GmbH,50096,84,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Kwame Rossi|kwame.rossi.124@example.org, Arjun Sato|arjun.sato.100@example.org, Elena Sato|elena.sato.109@example.org",Europe
PRJ-0098,Tyrell GmbH - Integration Program,In progress,2026-03-28,2026-07-06,Lena Okafor,ACT-1005,lena.okafor.5@example.com,Tyrell GmbH,50097,8,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Mei Kaya|mei.kaya.130@example.org, Yusuf Sato|yusuf.sato.120@example.org, Mei Sato|mei.sato.114@example.org",MEA
PRJ-0099,Acme Inc - Phase 1 Implementation,In progress,2026-04-30,2026-06-29,Tomas Okafor,ACT-1006,tomas.okafor.6@example.com,Acme Inc,50098,31,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Hana Kaya|hana.kaya.105@example.org, Kwame Novak|kwame.novak.108@example.org, Zara Kaya|zara.kaya.127@example.org",MEA
PRJ-0100,Cyberdyne Inc - Integration Program,In progress,2026-03-24,2026-07-08,Ingrid Raman,ACT-1011,ingrid.raman.11@example.com,Cyberdyne Inc,50099,42,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Sofia Berg|sofia.berg.131@example.org, Ingrid Sato|ingrid.sato.139@example.org, Arjun Diallo|arjun.diallo.116@example.org, Zara Kaya|zara.kaya.127@example.org, Elena Diallo|elena.diallo.125@example.org, Yusuf Rossi|yusuf.rossi.136@example.org",AMER
PRJ-0101,Wayne Group - Phase 1 Implementation,In progress,2026-05-05,2027-02-23,Hana Tanaka,ACT-1009,hana.tanaka.9@example.com,Wayne Group,50100,84,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Arjun Diallo|arjun.diallo.116@example.org, Tomas Sato|tomas.sato.118@example.org, Priya Diallo|priya.diallo.112@example.org, Daniel Kaya|daniel.kaya.113@example.org, Lena Rossi|lena.rossi.117@example.org",Europe
PRJ-0102,Vandelay Group - Phase 1 Implementation,In progress,2026-04-09,2027-03-03,Mei Alvarez,ACT-1002,mei.alvarez.2@example.com,Vandelay Group,50101,1,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Sofia Rossi|sofia.rossi.115@example.org, Sofia Berg|sofia.berg.131@example.org, Zara Kaya|zara.kaya.127@example.org, Ingrid Sato|ingrid.sato.139@example.org, Amara Sato|amara.sato.119@example.org, Lena Kaya|lena.kaya.101@example.org",APAC
PRJ-0103,Stark Group - Migration,In progress,2026-01-24,2026-07-28,Ingrid Raman,ACT-1011,ingrid.raman.11@example.com,Stark Group,50102,34,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Elena Diallo|elena.diallo.125@example.org, Yusuf Sato|yusuf.sato.120@example.org, Elena Diallo|elena.diallo.125@example.org, Mei Kaya|mei.kaya.130@example.org",APAC
PRJ-0104,Contoso Group - Phase 1 Implementation,In progress,2026-02-18,2026-05-09,Daniel Raman,ACT-1001,daniel.raman.1@example.com,Contoso Group,50103,59,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Amara Berg|amara.berg.135@example.org, Elena Diallo|elena.diallo.125@example.org, Noah Diallo|noah.diallo.126@example.org, Arjun Sato|arjun.sato.132@example.org, Elena Sato|elena.sato.109@example.org",Europe
PRJ-0105,Stark LLC - Phase 2 Rollout,In progress,2026-07-14,2026-08-22,Priya Raman,ACT-1000,priya.raman.0@example.com,Stark LLC,50104,1,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Noah Diallo|noah.diallo.126@example.org, Lena Rossi|lena.rossi.117@example.org, Hana Kaya|hana.kaya.105@example.org, Priya Sato|priya.sato.128@example.org, Zara Novak|zara.novak.111@example.org",MEA
PRJ-0106,Vandelay LLC - Migration,In progress,2026-06-06,2026-09-10,Amara Raman,ACT-1007,amara.raman.7@example.com,Vandelay LLC,50105,85,Change Request ,,,,,,,,,,,,,,,,,,,,,,,,,,"Ingrid Sato|ingrid.sato.139@example.org, Yusuf Rossi|yusuf.rossi.136@example.org, Noah Novak|noah.novak.110@example.org, Lena Rossi|lena.rossi.117@example.org",Europe
PRJ-0107,Wayne Ltd - Enterprise Rollout,In progress,2026-02-13,2026-07-28,Tomas Okafor,ACT-1006,tomas.okafor.6@example.com,Wayne Ltd,50106,9,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Sofia Rossi|sofia.rossi.115@example.org, Marco Sato|marco.sato.122@example.org",MEA
PRJ-0108,Aperture GmbH - Integration Program,In progress,2026-01-31,2026-11-10,Priya Raman,ACT-1000,priya.raman.0@example.com,Aperture GmbH,50107,55,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Lena Rossi|lena.rossi.117@example.org, Kwame Novak|kwame.novak.108@example.org",AMER
PRJ-0109,Umbrella LLC - Integration Program,In progress,2026-03-30,2027-04-23,Arjun Tanaka,ACT-1004,arjun.tanaka.4@example.com,Umbrella LLC,50108,77,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Priya Sato|priya.sato.128@example.org, Elena Sato|elena.sato.109@example.org, Hana Kaya|hana.kaya.105@example.org, Daniel Kaya|daniel.kaya.129@example.org, Daniel Kaya|daniel.kaya.113@example.org, Ingrid Rossi|ingrid.rossi.123@example.org",MEA
PRJ-0110,Cyberdyne GmbH - Phase 2 Rollout,Completed,2026-04-22,2026-11-29,Mei Alvarez,ACT-1002,mei.alvarez.2@example.com,Cyberdyne GmbH,50109,100.00,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Mei Kaya|mei.kaya.130@example.org, Tomas Sato|tomas.sato.118@example.org, Ingrid Sato|ingrid.sato.139@example.org, Mei Sato|mei.sato.114@example.org, Zara Kaya|zara.kaya.127@example.org",MEA
PRJ-0111,Stark Inc - Migration,In progress,2026-01-26,2026-02-27,Amara Raman,ACT-1007,amara.raman.7@example.com,Stark Inc,50110,76,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Tomas Novak|tomas.novak.102@example.org, Daniel Kaya|daniel.kaya.113@example.org, Marco Sato|marco.sato.122@example.org, Daniel Kaya|daniel.kaya.129@example.org",MEA
PRJ-0112,Vandelay Group - Phase 1 Implementation,In progress,2026-05-29,2026-12-12,Marco Okafor,ACT-1010,marco.okafor.10@example.com,Vandelay Group,50111,6,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Daniel Kaya|daniel.kaya.113@example.org, Mei Sato|mei.sato.114@example.org, Sofia Rossi|sofia.rossi.115@example.org, Tomas Novak|tomas.novak.102@example.org, Yusuf Rossi|yusuf.rossi.136@example.org",AMER
PRJ-0113,Initech LLC - CLM Implementation,In progress,2026-01-22,2026-02-24,Arjun Tanaka,ACT-1004,arjun.tanaka.4@example.com,Initech LLC,50112,63,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Zara Kaya|zara.kaya.127@example.org, Yusuf Rossi|yusuf.rossi.136@example.org, Arjun Sato|arjun.sato.132@example.org",MEA
PRJ-0114,Wonka LLC - Integration Program,In progress,2026-07-19,2026-12-08,Amara Raman,ACT-1007,amara.raman.7@example.com,Wonka LLC,50113,78,Change Request ,,,,,,,,,,,,,,,,,,,,,,,,,,"Sofia Rossi|sofia.rossi.115@example.org, Zara Kaya|zara.kaya.127@example.org",MEA
PRJ-0115,Wayne Ltd - CLM Implementation,In progress,2026-06-06,2027-06-17,Marco Okafor,ACT-1010,marco.okafor.10@example.com,Wayne Ltd,50114,66,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Kwame Rossi|kwame.rossi.124@example.org, Marco Sato|marco.sato.122@example.org, Mei Kaya|mei.kaya.130@example.org, Arjun Diallo|arjun.diallo.116@example.org, Hana Rossi|hana.rossi.137@example.org, Ingrid Sato|ingrid.sato.139@example.org",APAC
PRJ-0116,Aperture Inc - Phase 2 Rollout,In progress,2026-05-20,2026-07-28,Sofia Tanaka,ACT-1003,sofia.tanaka.3@example.com,Aperture Inc,50115,17,Change Request ,,,,,,,,,,,,,,,,,,,,,,,,,,Elena Diallo|elena.diallo.125@example.org,AMER
PRJ-0117,Wonka Inc - CLM Implementation,In progress,2026-03-04,2026-08-23,Tomas Okafor,ACT-1006,tomas.okafor.6@example.com,Wonka Inc,50116,5,Change Request ,,,,,,,,,,,,,,,,,,,,,,,,,,"Amara Diallo|amara.diallo.103@example.org, Mei Kaya|mei.kaya.130@example.org, Daniel Kaya|daniel.kaya.129@example.org",APAC
PRJ-0118,Globex Ltd - Integration Program,Completed,2026-05-25,2026-07-16,Amara Raman,ACT-1007,amara.raman.7@example.com,Globex Ltd,50117,100.00,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Tomas Sato|tomas.sato.134@example.org, Tomas Sato|tomas.sato.134@example.org",MEA
PRJ-0119,Tyrell Inc - Integration Program,In progress,2026-04-17,2027-05-14,Daniel Raman,ACT-1001,daniel.raman.1@example.com,Tyrell Inc,50118,8,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Amara Berg|amara.berg.135@example.org, Mei Kaya|mei.kaya.130@example.org",MEA
PRJ-0120,Wayne LLC - CLM Implementation,In progress,2026-06-02,2027-07-03,Daniel Raman,ACT-1001,daniel.raman.1@example.com,Wayne LLC,50119,61,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,Arjun Diallo|arjun.diallo.116@example.org,AMER
PRJ-0121,Wayne Inc - Phase 1 Implementation,In progress,2026-02-14,2026-09-24,Sofia Tanaka,ACT-1003,sofia.tanaka.3@example.com,Wayne Inc,50120,80,Change Request ,,,,,,,,,,,,,,,,,,,,,,,,,,"Lena Rossi|lena.rossi.117@example.org, Arjun Sato|arjun.sato.100@example.org, Tomas Novak|tomas.novak.102@example.org, Tomas Sato|tomas.sato.134@example.org, Kwame Novak|kwame.novak.108@example.org, Sofia Berg|sofia.berg.131@example.org",Europe
PRJ-0122,Tyrell Group - Phase 1 Implementation,In progress,2026-02-17,2027-03-14,Arjun Tanaka,ACT-1004,arjun.tanaka.4@example.com,Tyrell Group,50121,76,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Daniel Kaya|daniel.kaya.113@example.org, Yusuf Sato|yusuf.sato.120@example.org, Ingrid Sato|ingrid.sato.107@example.org, Zara Novak|zara.novak.111@example.org, Mei Sato|mei.sato.114@example.org, Mei Kaya|mei.kaya.130@example.org",APAC
PRJ-0123,Contoso Group - Enterprise Rollout,In progress,2026-06-06,2026-10-03,Yusuf Tanaka,ACT-1008,yusuf.tanaka.8@example.com,Contoso Group,50122,85,Change Request ,,,,,,,,,,,,,,,,,,,,,,,,,,Arjun Sato|arjun.sato.100@example.org,AMER
PRJ-0124,Wayne Inc - CLM Implementation,In progress,2026-04-03,2027-04-02,Tomas Okafor,ACT-1006,tomas.okafor.6@example.com,Wayne Inc,50123,61,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Sofia Rossi|sofia.rossi.115@example.org, Mei Kaya|mei.kaya.130@example.org",AMER
PRJ-0125,Stark GmbH - Integration Program,In progress,2026-04-23,2026-07-28,Marco Okafor,ACT-1010,marco.okafor.10@example.com,Stark GmbH,50124,79,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Yusuf Rossi|yusuf.rossi.136@example.org, Ingrid Rossi|ingrid.rossi.123@example.org",APAC
PRJ-0126,Aperture Ltd - Enterprise Rollout,In progress,2026-04-06,2027-02-03,Priya Raman,ACT-1000,priya.raman.0@example.com,Aperture Ltd,50125,36,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,Zara Kaya|zara.kaya.127@example.org,Europe
PRJ-0127,Contoso Ltd - CLM Implementation,In progress,2026-04-30,2027-05-19,Mei Alvarez,ACT-1002,mei.alvarez.2@example.com,Contoso Ltd,50126,13,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Priya Diallo|priya.diallo.112@example.org, Marco Sato|marco.sato.138@example.org",AMER
PRJ-0128,Hooli Ltd - CLM Implementation,On hold,2026-04-24,2027-05-27,Arjun Tanaka,ACT-1004,arjun.tanaka.4@example.com,Hooli Ltd,50127,79,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Yusuf Rossi|yusuf.rossi.136@example.org, Priya Diallo|priya.diallo.112@example.org, Zara Kaya|zara.kaya.127@example.org, Amara Sato|amara.sato.119@example.org, Lena Sato|lena.sato.133@example.org, Arjun Sato|arjun.sato.100@example.org",AMER
PRJ-0129,Initech GmbH - Phase 1 Implementation,In progress,2026-02-28,2026-08-16,Daniel Raman,ACT-1001,daniel.raman.1@example.com,Initech GmbH,50128,20,Change Request ,,,,,,,,,,,,,,,,,,,,,,,,,,Tomas Sato|tomas.sato.118@example.org,AMER
PRJ-0130,Vandelay GmbH - Migration,In progress,2026-01-06,2026-10-29,Amara Raman,ACT-1007,amara.raman.7@example.com,Vandelay GmbH,50129,57,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Marco Sato|marco.sato.138@example.org, Arjun Diallo|arjun.diallo.116@example.org, Amara Diallo|amara.diallo.103@example.org, Ingrid Sato|ingrid.sato.107@example.org, Amara Diallo|amara.diallo.103@example.org, Yusuf Sato|yusuf.sato.120@example.org",APAC
PRJ-0131,Globex GmbH - Phase 1 Implementation,On hold,2026-01-23,2026-11-28,Arjun Tanaka,ACT-1004,arjun.tanaka.4@example.com,Globex GmbH,50130,98,Change Request ,,,,,,,,,,,,,,,,,,,,,,,,,,"Zara Kaya|zara.kaya.127@example.org, Tomas Sato|tomas.sato.118@example.org, Priya Sato|priya.sato.128@example.org, Elena Sato|elena.sato.109@example.org, Noah Diallo|noah.diallo.126@example.org",AMER
PRJ-0132,Stark GmbH - Phase 1 Implementation,In progress,2026-04-21,2026-08-19,Lena Okafor,ACT-1005,lena.okafor.5@example.com,Stark GmbH,50131,59,Change Request ,,,,,,,,,,,,,,,,,,,,,,,,,,"Lena Rossi|lena.rossi.117@example.org, Lena Sato|lena.sato.133@example.org, Zara Novak|zara.novak.111@example.org, Elena Sato|elena.sato.109@example.org, Noah Diallo|noah.diallo.126@example.org, Hana Rossi|hana.rossi.137@example.org",APAC
PRJ-0133,Aperture LLC - CLM Implementation,Completed,2026-03-17,2027-04-19,Daniel Raman,ACT-1001,daniel.raman.1@example.com,Aperture LLC,50132,100.00,Change Request ,,,,,,,,,,,,,,,,,,,,,,,,,,"Arjun Sato|arjun.sato.132@example.org, Amara Diallo|amara.diallo.103@example.org, Amara Sato|amara.sato.119@example.org, Mei Sato|mei.sato.114@example.org, Priya Sato|priya.sato.128@example.org, Amara Berg|amara.berg.135@example.org",APAC
PRJ-0134,Cyberdyne LLC - Enterprise Rollout,In progress,2026-05-05,2026-08-27,Priya Raman,ACT-1000,priya.raman.0@example.com,Cyberdyne LLC,50133,27,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Priya Sato|priya.sato.128@example.org, Marco Sato|marco.sato.122@example.org, Yusuf Rossi|yusuf.rossi.136@example.org, Elena Sato|elena.sato.109@example.org, Mei Sato|mei.sato.114@example.org, Yusuf Sato|yusuf.sato.120@example.org",MEA
PRJ-0135,Wonka LLC - Enterprise Rollout,In progress,2026-04-27,2027-01-12,Sofia Tanaka,ACT-1003,sofia.tanaka.3@example.com,Wonka LLC,50134,16,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Amara Diallo|amara.diallo.103@example.org, Sofia Rossi|sofia.rossi.115@example.org, Yusuf Rossi|yusuf.rossi.136@example.org, Yusuf Rossi|yusuf.rossi.136@example.org",Europe
PRJ-0136,Cyberdyne Ltd - CLM Implementation,In progress,2026-02-08,2027-02-26,Amara Raman,ACT-1007,amara.raman.7@example.com,Cyberdyne Ltd,50135,84,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Sofia Rossi|sofia.rossi.115@example.org, Elena Sato|elena.sato.109@example.org, Kwame Rossi|kwame.rossi.124@example.org, Yusuf Rossi|yusuf.rossi.136@example.org, Amara Diallo|amara.diallo.103@example.org, Elena Sato|elena.sato.109@example.org",Europe
PRJ-0137,Cyberdyne LLC - Enterprise Rollout,In progress,2026-01-05,2026-06-18,Hana Tanaka,ACT-1009,hana.tanaka.9@example.com,Cyberdyne LLC,50136,15,Migration,,,,,,,,,,,,,,,,,,,,,,,,,,"Marco Sato|marco.sato.138@example.org, Ingrid Sato|ingrid.sato.139@example.org, Hana Rossi|hana.rossi.137@example.org, Daniel Kaya|daniel.kaya.129@example.org, Priya Diallo|priya.diallo.112@example.org, Hana Rossi|hana.rossi.121@example.org",AMER
PRJ-0138,Wonka GmbH - CLM Implementation,In progress,2026-04-02,2026-09-15,Tomas Okafor,ACT-1006,tomas.okafor.6@example.com,Wonka GmbH,50137,61,Change Request ,,,,,,,,,,,,,,,,,,,,,,,,,,"Yusuf Rossi|yusuf.rossi.136@example.org, Elena Sato|elena.sato.109@example.org, Kwame Novak|kwame.novak.108@example.org, Amara Berg|amara.berg.135@example.org, Noah Novak|noah.novak.110@example.org, Amara Diallo|amara.diallo.103@example.org",APAC
PRJ-0139,Acme LLC - Phase 1 Implementation,In progress,2026-06-09,2026-09-13,Ingrid Raman,ACT-1011,ingrid.raman.11@example.com,Acme LLC,50138,58,CLM Platform,,,,,,,,,,,,,,,,,,,,,,,,,,"Marco Sato|marco.sato.138@example.org, Lena Kaya|lena.kaya.101@example.org",AMER
